Unnamed: 0,transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,profit,Recency,Frequency,MonetaryValue,R_quartile,F_quartile,M_quartile,RFM_score,RFM_segment,customer_category
1265,1266,38,1572,2017-10-09,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2014-07-28,1702.5499999999995,82.0,6.0,7651.0,2.0,2.0,4.0,224.0,Mid Value,High Risk Customer
1266,1267,18,911,2017-11-04,0.0,Approved,Solex,Standard,medium,medium,575.27,431.45,2013-03-12,143.82,56.0,5.0,633.0,2.0,2.0,1.0,221.0,Mid Value,High Risk Customer
1267,1268,60,2548,2017-08-04,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,2011-08-24,217.51,3.0,13.0,6085.0,4.0,4.0,4.0,444.0,High Value,Platinum Customer
1268,1269,80,2103,2017-06-07,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1997-01-25,139.2299999999999,14.0,10.0,6752.0,4.0,4.0,4.0,444.0,High Value,Platinum Customer
1269,1270,1,3233,2017-10-11,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2003-02-07,448.68,80.0,3.0,781.0,2.0,1.0,1.0,211.0,Low Value,Almost Lost Customer
1270,1271,52,2472,2017-10-06,0.0,Approved,Solex,Road,medium,large,1777.8,820.78,2006-11-10,957.02,85.0,6.0,4181.0,2.0,2.0,4.0,224.0,Mid Value,High Risk Customer
1271,1272,0,1759,2017-06-17,0.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,2005-10-22,167.20999999999998,18.0,6.0,2828.0,3.0,2.0,2.0,322.0,Mid Value,Late Bloomer
1272,1273,90,1315,2017-05-07,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,1999-07-26,72.59999999999997,5.0,8.0,2216.0,4.0,4.0,2.0,442.0,Mid Value,Very Loyal
1273,1274,93,539,2017-07-22,0.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,2006-02-02,583.2700000000001,36.0,8.0,1676.0,3.0,4.0,1.0,341.0,Mid Value,Potential Customer
1274,1275,97,27,2017-04-08,0.0,Approved,Solex,Standard,medium,large,202.62,151.96,2016-03-29,50.66,143.0,7.0,3274.0,1.0,3.0,3.0,133.0,Low Value,Almost Lost Customer
1275,1276,14,1978,2017-01-20,0.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,2003-08-05,152.54999999999995,13.0,3.0,231.0,4.0,1.0,1.0,411.0,Low Value,Recent Customer
1276,1277,2,3455,2017-06-27,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,2012-09-15,17.869999999999997,9.0,6.0,1766.0,4.0,2.0,1.0,421.0,Mid Value,Recent Customer
1277,1278,81,2048,2017-10-21,1.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,1999-12-04,502.47,57.0,7.0,5517.0,2.0,3.0,4.0,234.0,Mid Value,Losing Customer
1278,1279,18,469,2017-02-22,0.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,2005-05-10,459.46000000000015,101.0,10.0,4177.0,1.0,4.0,3.0,143.0,Low Value,Almost Lost Customer
1279,1280,3,3102,2017-03-28,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2011-08-24,1702.5499999999995,106.0,5.0,2883.0,1.0,2.0,3.0,123.0,Low Value,Evasive Customer
1280,1281,0,2500,2017-02-19,1.0,Approved,Solex,Standard,medium,medium,478.16,298.72,2012-05-18,179.44,23.0,3.0,766.0,3.0,1.0,1.0,311.0,Low Value,Losing Customer
1281,1282,97,3491,2017-02-02,0.0,Approved,Solex,Standard,medium,large,202.62,151.96,2016-03-29,50.66,189.0,4.0,1430.0,1.0,1.0,1.0,111.0,Low Value,Lost Customer
1282,1283,0,397,2017-08-09,0.0,Approved,,,,,850.0,,,,45.0,6.0,2618.0,2.0,2.0,2.0,222.0,Mid Value,High Risk Customer
1283,1284,38,2317,2017-07-29,1.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,2011-03-16,751.02,53.0,5.0,2715.0,2.0,2.0,2.0,222.0,Mid Value,High Risk Customer
1284,1285,57,2290,2017-02-26,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,2011-08-24,1630.25,72.0,6.0,5235.0,2.0,2.0,4.0,224.0,Mid Value,High Risk Customer
1285,1286,11,2856,2017-12-24,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,1993-10-02,509.97,6.0,7.0,5583.0,4.0,3.0,4.0,434.0,High Value,Very Loyal
1286,1287,35,1918,2017-10-13,1.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,1994-07-12,903.11,1.0,5.0,3092.0,4.0,2.0,3.0,423.0,Mid Value,Becoming Loyal
1287,1288,50,1419,2017-02-28,0.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,2015-10-18,43.97,22.0,5.0,972.0,3.0,2.0,1.0,321.0,Mid Value,Late Bloomer
1288,1289,95,1368,2017-06-05,0.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,2003-09-10,41.13,48.0,6.0,3581.0,2.0,2.0,3.0,223.0,Mid Value,High Risk Customer
1289,1290,38,367,2017-10-08,1.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,2007-12-11,751.02,43.0,6.0,3634.0,3.0,2.0,3.0,323.0,Mid Value,Late Bloomer
1290,1291,46,463,2017-08-21,1.0,Approved,Solex,Standard,low,medium,1289.85,74.51,2012-06-04,1215.34,59.0,7.0,3829.0,2.0,3.0,3.0,233.0,Mid Value,Losing Customer
1291,1292,14,3187,2017-10-28,1.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,2010-05-05,152.54999999999995,63.0,5.0,1034.0,2.0,2.0,1.0,221.0,Mid Value,High Risk Customer
1292,1293,67,1931,2017-01-01,1.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,2005-10-22,167.20999999999998,23.0,3.0,384.0,3.0,1.0,1.0,311.0,Low Value,Losing Customer
1293,1294,12,2311,2017-04-09,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,2004-08-17,1069.5500000000002,66.0,5.0,4460.0,2.0,2.0,4.0,224.0,Mid Value,High Risk Customer
1294,1295,93,158,2017-06-08,1.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,2000-11-03,834.9399999999999,65.0,6.0,4627.0,2.0,2.0,4.0,224.0,Mid Value,High Risk Customer
1295,1296,0,3375,2017-10-24,1.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,2004-09-28,91.15,12.0,8.0,4285.0,4.0,4.0,4.0,444.0,High Value,Platinum Customer
1296,1297,43,3255,2017-09-15,1.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,2003-09-09,737.5699999999999,2.0,6.0,5322.0,4.0,2.0,4.0,424.0,Mid Value,Becoming Loyal
1297,1298,93,743,2017-06-02,0.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,2004-01-16,834.9399999999999,89.0,5.0,4599.0,1.0,2.0,4.0,124.0,Low Value,Evasive Customer
1298,1299,70,668,2017-01-29,1.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,2015-04-11,198.29,6.0,7.0,4375.0,4.0,3.0,4.0,434.0,High Value,Very Loyal
1299,1300,75,604,2017-05-21,0.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,2006-05-22,1010.02,69.0,6.0,4661.0,2.0,2.0,4.0,224.0,Mid Value,High Risk Customer
1300,1301,85,1893,2017-11-12,1.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,2015-08-02,547.28,2.0,7.0,3637.0,4.0,3.0,3.0,433.0,High Value,Becoming Loyal
1301,1302,25,2008,2017-05-25,1.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,2016-02-04,709.34,29.0,7.0,2365.0,3.0,3.0,2.0,332.0,Mid Value,Potential Customer
1302,1303,54,3326,2017-02-14,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,2005-10-22,1028.76,29.0,13.0,10422.0,3.0,4.0,4.0,344.0,High Value,Potential Customer
1303,1304,67,2294,2017-09-29,0.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,2005-10-22,167.20999999999998,73.0,7.0,5050.0,2.0,3.0,4.0,234.0,Mid Value,Losing Customer
1304,1305,9,2161,2017-08-28,0.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,1991-11-07,75.13999999999999,52.0,5.0,2584.0,2.0,2.0,2.0,222.0,Mid Value,High Risk Customer
1305,1306,46,1356,2017-11-20,0.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1999-07-20,1544.61,22.0,6.0,3853.0,3.0,2.0,3.0,323.0,Mid Value,Late Bloomer
1306,1307,62,1843,2017-04-23,1.0,Approved,Solex,Standard,medium,medium,478.16,298.72,2011-04-16,179.44,112.0,4.0,2132.0,1.0,1.0,2.0,112.0,Low Value,Evasive Customer
1307,1308,0,1908,2017-08-16,0.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,1991-05-06,143.36,107.0,6.0,3725.0,1.0,2.0,3.0,123.0,Low Value,Evasive Customer
1308,1309,76,2435,2017-08-29,0.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,2014-10-10,128.45999999999992,123.0,5.0,2656.0,1.0,2.0,2.0,122.0,Low Value,Evasive Customer
1309,1310,59,495,2017-06-26,1.0,Approved,Solex,Standard,medium,large,1061.56,733.58,2010-11-05,327.9799999999999,128.0,6.0,4087.0,1.0,2.0,3.0,123.0,Low Value,Evasive Customer
1310,1311,3,1625,2017-03-08,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2007-08-04,1702.5499999999995,9.0,8.0,8499.0,4.0,4.0,4.0,444.0,High Value,Platinum Customer
1311,1312,75,2774,2017-02-26,1.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,2006-05-22,1010.02,84.0,5.0,1542.0,2.0,2.0,1.0,221.0,Mid Value,High Risk Customer
1312,1313,64,1473,2017-09-03,1.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,2015-05-21,872.8900000000001,32.0,11.0,6176.0,3.0,4.0,4.0,344.0,High Value,Potential Customer
1313,1314,5,3469,2017-06-04,0.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,2007-08-04,114.93,36.0,4.0,1625.0,3.0,1.0,1.0,311.0,Low Value,Losing Customer
1314,1315,43,1170,2017-10-05,0.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,1993-04-12,502.47,86.0,5.0,3351.0,1.0,2.0,3.0,123.0,Low Value,Evasive Customer
1315,1316,64,2540,2017-08-04,0.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,2015-04-11,872.8900000000001,20.0,7.0,3511.0,3.0,3.0,3.0,333.0,High Value,Potential Customer
1316,1317,16,2142,2017-01-09,1.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,1994-09-09,182.81000000000017,81.0,7.0,5258.0,2.0,3.0,4.0,234.0,Mid Value,Losing Customer
1317,1318,12,3478,2017-06-08,1.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,2004-08-17,1069.5500000000002,29.0,6.0,4297.0,3.0,2.0,4.0,324.0,Mid Value,Potential Customer
1318,1319,97,414,2017-03-01,1.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,1991-11-07,75.13999999999999,47.0,6.0,2304.0,2.0,2.0,2.0,222.0,Mid Value,High Risk Customer
1319,1320,95,372,2017-10-27,0.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,1994-08-10,41.13,31.0,8.0,2598.0,3.0,4.0,2.0,342.0,Mid Value,Potential Customer
1320,1321,21,364,2017-10-17,0.0,Approved,Solex,Standard,medium,large,1071.23,380.74,1996-04-05,690.49,11.0,6.0,3329.0,4.0,2.0,3.0,423.0,Mid Value,Becoming Loyal
1321,1322,3,3214,2017-10-23,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2004-09-28,1702.5499999999995,68.0,4.0,2969.0,2.0,1.0,3.0,213.0,Low Value,High Risk Customer
1322,1323,7,2380,2017-02-24,1.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,2011-04-16,745.94,42.0,7.0,5231.0,3.0,3.0,4.0,334.0,High Value,Potential Customer
1323,1324,91,643,2017-06-16,0.0,Approved,Solex,Standard,medium,medium,100.35,75.26,1994-08-10,25.08999999999999,197.0,4.0,2308.0,1.0,1.0,2.0,112.0,Low Value,Evasive Customer
1324,1325,52,1298,2017-01-11,1.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,2001-11-25,450.77,141.0,5.0,4113.0,1.0,2.0,3.0,123.0,Low Value,Evasive Customer
1325,1326,91,756,2017-03-28,0.0,Approved,Solex,Standard,medium,medium,100.35,75.26,2013-06-09,25.08999999999999,25.0,6.0,2121.0,3.0,2.0,2.0,322.0,Mid Value,Late Bloomer
1326,1327,99,773,2017-03-20,0.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,1994-08-10,456.44999999999993,72.0,8.0,5907.0,2.0,4.0,4.0,244.0,Mid Value,Losing Customer
1327,1328,52,1641,2017-04-27,1.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,2001-11-25,450.77,63.0,9.0,4326.0,2.0,4.0,4.0,244.0,Mid Value,Losing Customer
1328,1329,73,54,2017-10-07,1.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,2004-07-25,1612.25,67.0,7.0,4098.0,2.0,3.0,3.0,233.0,Mid Value,Losing Customer
1329,1330,90,2261,2017-04-25,1.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,2002-10-10,72.59999999999997,35.0,4.0,1465.0,3.0,1.0,1.0,311.0,Low Value,Losing Customer
1330,1331,31,2881,2017-02-13,0.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,2006-11-10,57.72999999999999,72.0,6.0,3646.0,2.0,2.0,3.0,223.0,Mid Value,High Risk Customer
1331,1332,94,2678,2017-03-20,0.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,2013-06-09,641.64,113.0,5.0,2932.0,1.0,2.0,3.0,123.0,Low Value,Evasive Customer
1332,1333,83,1841,2017-11-24,1.0,Approved,Solex,Touring,medium,large,2083.94,675.03,2013-09-16,1408.91,36.0,4.0,1677.0,3.0,1.0,1.0,311.0,Low Value,Losing Customer
1333,1334,0,1304,2017-01-18,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,2012-12-02,17.869999999999997,3.0,6.0,2321.0,4.0,2.0,2.0,422.0,Mid Value,Becoming Loyal
1334,1335,18,1969,2017-09-30,0.0,Approved,Solex,Standard,medium,medium,575.27,431.45,2011-05-07,143.82,17.0,6.0,2623.0,4.0,2.0,2.0,422.0,Mid Value,Becoming Loyal
1335,1336,43,1016,2017-10-07,0.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,2014-07-28,502.47,66.0,6.0,1087.0,2.0,2.0,1.0,221.0,Mid Value,High Risk Customer
1336,1337,53,635,2017-09-21,1.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,1993-07-20,693.76,39.0,6.0,1220.0,3.0,2.0,1.0,321.0,Mid Value,Late Bloomer
1337,1338,98,677,2017-10-20,0.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,2004-01-16,143.36,71.0,5.0,940.0,2.0,2.0,1.0,221.0,Mid Value,High Risk Customer
1338,1339,89,482,2017-05-23,1.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,1993-04-20,1305.25,75.0,10.0,5887.0,2.0,4.0,4.0,244.0,Mid Value,Losing Customer
1339,1340,90,442,2017-02-18,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,2005-05-10,72.59999999999997,13.0,7.0,2789.0,4.0,3.0,2.0,432.0,Mid Value,Becoming Loyal
1340,1341,39,1533,2017-09-17,0.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,1997-05-10,1230.27,104.0,8.0,3968.0,1.0,4.0,3.0,143.0,Low Value,Almost Lost Customer
1341,1342,88,226,2017-04-03,1.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,1998-12-16,817.36,116.0,2.0,1173.0,1.0,1.0,1.0,111.0,Low Value,Lost Customer
1342,1343,62,3353,2017-04-22,1.0,Approved,Solex,Standard,medium,medium,478.16,298.72,2015-05-21,179.44,30.0,7.0,2608.0,3.0,3.0,2.0,332.0,Mid Value,Potential Customer
1343,1344,81,3216,2017-06-19,1.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,2004-08-07,64.50999999999999,0.0,4.0,1236.0,4.0,1.0,1.0,411.0,Low Value,Recent Customer
1344,1345,76,3254,2017-11-29,0.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,2014-10-10,128.45999999999992,31.0,7.0,2001.0,3.0,3.0,2.0,332.0,Mid Value,Potential Customer
1345,1346,7,82,2017-02-20,1.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,1992-10-11,144.26,78.0,5.0,2924.0,2.0,2.0,3.0,223.0,Mid Value,High Risk Customer
1346,1347,71,3373,2017-10-01,1.0,Approved,Solex,Standard,high,large,1842.92,1105.75,1995-10-24,737.1700000000001,44.0,5.0,4048.0,3.0,2.0,3.0,323.0,Mid Value,Late Bloomer
1347,1348,40,918,2017-05-10,1.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,2003-07-21,1295.43,16.0,6.0,4066.0,4.0,2.0,3.0,423.0,Mid Value,Becoming Loyal
1348,1349,38,406,2017-02-17,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2012-09-15,1702.5499999999995,106.0,6.0,3486.0,1.0,2.0,3.0,123.0,Low Value,Evasive Customer
1349,1350,86,2223,2017-01-12,0.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,2004-08-07,110.56,54.0,7.0,3538.0,2.0,3.0,3.0,233.0,Mid Value,Losing Customer
1350,1351,1,1196,2017-06-28,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2016-11-14,448.68,18.0,6.0,1455.0,3.0,2.0,1.0,321.0,Mid Value,Late Bloomer
1351,1352,66,999,2017-08-15,0.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,2015-10-18,574.6200000000001,54.0,10.0,8611.0,2.0,4.0,4.0,244.0,Mid Value,Losing Customer
1352,1353,43,1576,2017-04-20,1.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,1999-12-04,502.47,37.0,8.0,4521.0,3.0,4.0,4.0,344.0,High Value,Potential Customer
1353,1354,46,1872,2017-07-30,1.0,Approved,Solex,Standard,low,medium,1289.85,74.51,2003-02-16,1215.34,3.0,6.0,2620.0,4.0,2.0,2.0,422.0,Mid Value,Becoming Loyal
1354,1355,92,1864,2017-02-28,,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,2003-01-05,155.6500000000001,24.0,11.0,3081.0,3.0,4.0,3.0,343.0,High Value,Potential Customer
1355,1356,4,3251,2017-03-27,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,1998-12-17,1383.61,7.0,11.0,6264.0,4.0,4.0,4.0,444.0,High Value,Platinum Customer
1356,1357,35,853,2017-05-23,0.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,1994-07-12,903.11,64.0,9.0,7263.0,2.0,4.0,4.0,244.0,Mid Value,Losing Customer
1357,1358,6,636,2017-10-13,0.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,2003-02-07,91.15,19.0,7.0,4418.0,3.0,3.0,4.0,334.0,High Value,Potential Customer
1358,1359,35,935,2017-03-27,1.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,1995-12-19,903.11,53.0,7.0,5502.0,2.0,3.0,4.0,234.0,Mid Value,Losing Customer
1359,1360,3,3289,2017-08-17,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2011-05-07,1702.5499999999995,69.0,5.0,3476.0,2.0,2.0,3.0,223.0,Mid Value,High Risk Customer
1360,1361,88,613,2017-10-18,0.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,1994-09-09,182.81000000000017,3.0,6.0,2098.0,4.0,2.0,2.0,422.0,Mid Value,Becoming Loyal
1361,1362,32,1395,2017-01-27,,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,2005-05-10,471.6,87.0,3.0,1471.0,1.0,1.0,1.0,111.0,Low Value,Lost Customer
1362,1363,38,2347,2017-05-15,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2012-09-15,1702.5499999999995,87.0,9.0,5640.0,1.0,4.0,4.0,144.0,Low Value,Almost Lost Customer
1363,1364,36,1771,2017-08-08,1.0,Approved,Solex,Standard,low,medium,945.04,507.58,1995-12-19,437.46,39.0,6.0,2670.0,3.0,2.0,2.0,322.0,Mid Value,Late Bloomer
1364,1365,73,1698,2017-09-21,1.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,2014-10-10,1612.25,32.0,8.0,4965.0,3.0,4.0,4.0,344.0,High Value,Potential Customer
1365,1366,65,1793,2017-02-20,1.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,2010-11-05,1028.76,60.0,6.0,4960.0,2.0,2.0,4.0,224.0,Mid Value,High Risk Customer
1366,1367,13,1403,2017-07-19,1.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,2016-07-09,574.6200000000001,164.0,2.0,685.0,1.0,1.0,1.0,111.0,Low Value,Lost Customer
1367,1368,5,520,2017-12-06,0.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,2011-08-29,114.93,16.0,5.0,819.0,4.0,2.0,1.0,421.0,Mid Value,Recent Customer
1368,1369,60,2618,2017-12-17,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,2011-08-24,217.51,7.0,10.0,3007.0,4.0,4.0,3.0,443.0,High Value,Very Loyal
1369,1370,52,347,2017-01-18,1.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,1997-01-25,450.77,59.0,7.0,8326.0,2.0,3.0,4.0,234.0,Mid Value,Losing Customer
1370,1371,100,3352,2017-11-23,1.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,1991-05-06,830.2399999999999,30.0,7.0,2839.0,3.0,3.0,2.0,332.0,Mid Value,Potential Customer
1371,1372,17,3254,2017-04-19,,Approved,Solex,Standard,high,medium,1024.66,614.8,1996-11-09,409.8600000000001,31.0,7.0,2001.0,3.0,3.0,2.0,332.0,Mid Value,Potential Customer
1372,1373,72,566,2017-01-04,0.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,1993-06-23,771.12,52.0,3.0,2145.0,2.0,1.0,2.0,212.0,Low Value,Almost Lost Customer
1373,1374,33,616,2017-09-29,1.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,2008-03-19,199.0999999999999,92.0,4.0,1695.0,1.0,1.0,1.0,111.0,Low Value,Lost Customer
1374,1375,63,2812,2017-10-04,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1991-08-05,1230.3000000000002,87.0,6.0,4558.0,1.0,2.0,4.0,124.0,Low Value,Evasive Customer
1375,1376,23,2924,2017-07-16,0.0,Cancelled,Norco Bicycles,Mountain,low,small,688.63,612.88,1991-11-10,75.75,64.0,6.0,2561.0,2.0,2.0,2.0,222.0,Mid Value,High Risk Customer
1376,1377,9,1499,2017-07-06,1.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,2016-07-09,75.13999999999999,125.0,5.0,2193.0,1.0,2.0,2.0,122.0,Low Value,Evasive Customer
1377,1378,58,137,2017-03-25,1.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,2001-11-25,450.77,27.0,5.0,1496.0,3.0,2.0,1.0,321.0,Mid Value,Late Bloomer
1378,1379,13,3128,2017-03-09,1.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,2006-02-02,751.02,104.0,5.0,3687.0,1.0,2.0,3.0,123.0,Low Value,Evasive Customer
1379,1380,76,957,2017-06-02,0.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,2015-08-10,128.45999999999992,38.0,5.0,2632.0,3.0,2.0,2.0,322.0,Mid Value,Late Bloomer
1380,1381,61,114,2017-10-21,0.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,2015-06-17,14.229999999999997,70.0,4.0,2195.0,2.0,1.0,2.0,212.0,Low Value,Almost Lost Customer
1381,1382,96,1393,2017-12-29,,Approved,WeareA2B,Road,low,small,1172.78,1043.77,2002-10-10,129.01,1.0,3.0,798.0,4.0,1.0,1.0,411.0,Low Value,Recent Customer
1382,1383,2,2755,2017-10-25,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,2012-09-15,17.869999999999997,28.0,13.0,6606.0,3.0,4.0,4.0,344.0,High Value,Potential Customer
1383,1384,57,1389,2017-02-21,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1991-01-21,1630.25,49.0,9.0,6263.0,2.0,4.0,4.0,244.0,Mid Value,Losing Customer
1384,1385,73,1130,2017-05-29,0.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,2002-08-31,1612.25,117.0,5.0,3784.0,1.0,2.0,3.0,123.0,Low Value,Evasive Customer
1385,1386,76,564,2017-01-05,1.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,2002-10-10,129.01,11.0,6.0,2143.0,4.0,2.0,2.0,422.0,Mid Value,Becoming Loyal
1386,1387,80,1814,2017-06-27,0.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1997-01-25,139.2299999999999,51.0,6.0,2459.0,2.0,2.0,2.0,222.0,Mid Value,High Risk Customer
1387,1388,57,2992,2017-11-10,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,2015-05-21,1630.25,9.0,8.0,6871.0,4.0,4.0,4.0,444.0,High Value,Platinum Customer
1388,1389,94,486,2017-02-15,1.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,1994-08-10,641.64,91.0,5.0,4915.0,1.0,2.0,4.0,124.0,Low Value,Evasive Customer
1389,1390,49,3474,2017-08-15,1.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,1997-10-04,133.38,71.0,5.0,2358.0,2.0,2.0,2.0,222.0,Mid Value,High Risk Customer
1390,1391,28,3084,2017-02-03,0.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1992-10-11,133.7800000000002,15.0,6.0,3082.0,4.0,2.0,3.0,423.0,Mid Value,Becoming Loyal
1391,1392,70,1541,2017-10-21,0.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,2004-07-25,198.29,70.0,5.0,3324.0,2.0,2.0,3.0,223.0,Mid Value,High Risk Customer
1392,1393,65,2939,2017-03-12,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,2005-10-22,1028.76,90.0,4.0,1600.0,1.0,1.0,1.0,111.0,Low Value,Lost Customer
1393,1394,14,145,2017-05-15,1.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,2003-08-05,152.54999999999995,28.0,7.0,3140.0,3.0,3.0,3.0,333.0,High Value,Potential Customer
1394,1395,42,681,2017-01-17,1.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,2003-02-16,199.0999999999999,7.0,6.0,2244.0,4.0,2.0,2.0,422.0,Mid Value,Becoming Loyal
1395,1396,31,3252,2017-02-26,1.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,1998-12-16,547.28,18.0,7.0,2574.0,3.0,3.0,2.0,332.0,Mid Value,Potential Customer
