customer_id,Recency,Frequency,MonetaryValue,R_quartile,F_quartile,M_quartile,RFM_score,RFM_segment,customer_category
468,94,6,4063,1,2,3,123,Low Value,Evasive Customer
469,101,10,4177,1,4,3,143,Low Value,Almost Lost Customer
470,9,7,1890,4,3,2,432,Mid Value,Becoming Loyal
471,48,6,3918,2,2,3,223,Mid Value,High Risk Customer
472,49,5,3309,2,2,3,223,Mid Value,High Risk Customer
473,115,9,8364,1,4,4,144,Low Value,Almost Lost Customer
474,97,2,1520,1,1,1,111,Low Value,Lost Customer
475,24,7,2907,3,3,3,333,High Value,Potential Customer
476,9,4,1353,4,1,1,411,Low Value,Recent Customer
477,35,5,3375,3,2,3,323,Mid Value,Late Bloomer
478,3,9,3320,4,4,3,443,High Value,Very Loyal
479,76,9,3335,2,4,3,243,Mid Value,Losing Customer
480,17,2,644,4,1,1,411,Low Value,Recent Customer
481,14,2,1617,4,1,1,411,Low Value,Recent Customer
482,75,10,5887,2,4,4,244,Mid Value,Losing Customer
483,40,7,2307,3,3,2,332,Mid Value,Potential Customer
484,19,5,1704,3,2,1,321,Mid Value,Late Bloomer
485,14,6,2715,4,2,2,422,Mid Value,Becoming Loyal
486,91,5,4915,1,2,4,124,Low Value,Evasive Customer
487,139,2,687,1,1,1,111,Low Value,Lost Customer
488,27,7,1172,3,3,1,331,Mid Value,Potential Customer
489,124,5,2073,1,2,2,122,Low Value,Evasive Customer
490,53,9,4593,2,4,4,244,Mid Value,Losing Customer
491,68,7,2735,2,3,2,232,Mid Value,Losing Customer
492,89,4,2707,1,1,2,112,Low Value,Evasive Customer
493,75,3,151,2,1,1,211,Low Value,Almost Lost Customer
494,133,3,894,1,1,1,111,Low Value,Lost Customer
495,128,6,4087,1,2,3,123,Low Value,Evasive Customer
496,45,4,1310,2,1,1,211,Low Value,Almost Lost Customer
497,59,4,1061,2,1,1,211,Low Value,Almost Lost Customer
498,7,7,4982,4,3,4,434,High Value,Very Loyal
499,55,11,4043,2,4,3,243,Mid Value,Losing Customer
500,24,8,3977,3,4,3,343,High Value,Potential Customer
501,128,4,1392,1,1,1,111,Low Value,Lost Customer
502,131,5,2959,1,2,3,123,Low Value,Evasive Customer
503,83,4,1280,2,1,1,211,Low Value,Almost Lost Customer
504,136,8,2714,1,4,2,142,Low Value,Almost Lost Customer
505,14,5,3369,4,2,3,423,Mid Value,Becoming Loyal
506,56,10,6985,2,4,4,244,Mid Value,Losing Customer
507,36,8,4290,3,4,4,344,High Value,Potential Customer
508,155,6,3533,1,2,3,123,Low Value,Evasive Customer
509,89,6,4389,1,2,4,124,Low Value,Evasive Customer
510,59,2,1694,2,1,1,211,Low Value,Almost Lost Customer
511,11,5,2782,4,2,2,422,Mid Value,Becoming Loyal
512,95,4,1136,1,1,1,111,Low Value,Lost Customer
513,14,5,4222,4,2,4,424,Mid Value,Becoming Loyal
514,123,5,2144,1,2,2,122,Low Value,Evasive Customer
515,14,9,6986,4,4,4,444,High Value,Platinum Customer
516,19,10,4722,3,4,4,344,High Value,Potential Customer
517,10,6,2632,4,2,2,422,Mid Value,Becoming Loyal
518,261,3,938,1,1,1,111,Low Value,Lost Customer
519,55,4,2326,2,1,2,212,Low Value,Almost Lost Customer
520,16,5,819,4,2,1,421,Mid Value,Recent Customer
521,154,2,624,1,1,1,111,Low Value,Lost Customer
522,41,4,1663,3,1,1,311,Low Value,Losing Customer
523,18,6,2795,3,2,2,322,Mid Value,Late Bloomer
524,138,7,2024,1,3,2,132,Low Value,Almost Lost Customer
525,119,8,3584,1,4,3,143,Low Value,Almost Lost Customer
526,154,3,1111,1,1,1,111,Low Value,Lost Customer
527,43,2,1694,3,1,1,311,Low Value,Losing Customer
528,134,7,4175,1,3,3,133,Low Value,Almost Lost Customer
529,12,6,2339,4,2,2,422,Mid Value,Becoming Loyal
530,162,3,1751,1,1,1,111,Low Value,Lost Customer
531,61,6,1761,2,2,1,221,Mid Value,High Risk Customer
532,28,6,3920,3,2,3,323,Mid Value,Late Bloomer
533,2,6,5387,4,2,4,424,Mid Value,Becoming Loyal
534,6,8,4809,4,4,4,444,High Value,Platinum Customer
535,73,2,1261,2,1,1,211,Low Value,Almost Lost Customer
536,32,4,3662,3,1,3,313,Low Value,Late Bloomer
537,49,3,825,2,1,1,211,Low Value,Almost Lost Customer
538,4,7,6447,4,3,4,434,High Value,Very Loyal
539,36,8,1676,3,4,1,341,Mid Value,Potential Customer
540,79,6,1821,2,2,1,221,Mid Value,High Risk Customer
541,137,5,2755,1,2,2,122,Low Value,Evasive Customer
542,38,6,2098,3,2,2,322,Mid Value,Late Bloomer
543,0,5,1924,4,2,2,422,Mid Value,Becoming Loyal
544,173,4,2246,1,1,2,112,Low Value,Evasive Customer
545,6,6,5665,4,2,4,424,Mid Value,Becoming Loyal
546,37,5,4449,3,2,4,324,Mid Value,Potential Customer
547,74,6,2901,2,2,3,223,Mid Value,High Risk Customer
548,10,7,4223,4,3,4,434,High Value,Very Loyal
549,40,8,3751,3,4,3,343,High Value,Potential Customer
550,14,5,1437,4,2,1,421,Mid Value,Recent Customer
551,152,4,2850,1,1,2,112,Low Value,Evasive Customer
552,159,4,1577,1,1,1,111,Low Value,Lost Customer
553,19,6,2566,3,2,2,322,Mid Value,Late Bloomer
554,38,3,1670,3,1,1,311,Low Value,Losing Customer
555,165,4,3505,1,1,3,113,Low Value,Evasive Customer
556,9,5,3985,4,2,3,423,Mid Value,Becoming Loyal
557,181,2,830,1,1,1,111,Low Value,Lost Customer
558,35,7,3513,3,3,3,333,High Value,Potential Customer
559,6,4,1824,4,1,1,411,Low Value,Recent Customer
560,41,6,3583,3,2,3,323,Mid Value,Late Bloomer
561,28,6,2891,3,2,3,323,Mid Value,Late Bloomer
562,36,5,2125,3,2,2,322,Mid Value,Late Bloomer
563,33,7,1931,3,3,2,332,Mid Value,Potential Customer
564,11,6,2143,4,2,2,422,Mid Value,Becoming Loyal
565,104,10,7079,1,4,4,144,Low Value,Almost Lost Customer
566,52,3,2145,2,1,2,212,Low Value,Almost Lost Customer
567,60,4,439,2,1,1,211,Low Value,Almost Lost Customer
568,91,7,1258,1,3,1,131,Low Value,Almost Lost Customer
569,98,4,6084,1,1,4,114,Low Value,Evasive Customer
570,35,6,3446,3,2,3,323,Mid Value,Late Bloomer
571,72,3,2284,2,1,2,212,Low Value,Almost Lost Customer
572,13,6,2600,4,2,2,422,Mid Value,Becoming Loyal
573,105,2,1618,1,1,1,111,Low Value,Lost Customer
574,277,4,2172,1,1,2,112,Low Value,Evasive Customer
575,248,2,714,1,1,1,111,Low Value,Lost Customer
576,7,6,4580,4,2,4,424,Mid Value,Becoming Loyal
577,2,11,4242,4,4,4,444,High Value,Platinum Customer
578,199,7,2754,1,3,2,132,Low Value,Almost Lost Customer
579,52,9,4204,2,4,4,244,Mid Value,Losing Customer
580,24,5,2185,3,2,2,322,Mid Value,Late Bloomer
581,53,4,2223,2,1,2,212,Low Value,Almost Lost Customer
582,149,4,2744,1,1,2,112,Low Value,Evasive Customer
583,31,4,2258,3,1,2,312,Low Value,Late Bloomer
584,132,4,1270,1,1,1,111,Low Value,Lost Customer
585,97,7,2991,1,3,3,133,Low Value,Almost Lost Customer
586,90,4,2562,1,1,2,112,Low Value,Evasive Customer
587,53,7,3293,2,3,3,233,Mid Value,Losing Customer
588,19,5,3603,3,2,3,323,Mid Value,Late Bloomer
589,10,3,1397,4,1,1,411,Low Value,Recent Customer
590,43,12,6629,3,4,4,344,High Value,Potential Customer
591,221,2,484,1,1,1,111,Low Value,Lost Customer
592,199,4,1071,1,1,1,111,Low Value,Lost Customer
593,1,6,3493,4,2,3,423,Mid Value,Becoming Loyal
594,33,9,6630,3,4,4,344,High Value,Potential Customer
595,184,3,2011,1,1,2,112,Low Value,Evasive Customer
596,85,3,3836,2,1,3,213,Low Value,High Risk Customer
597,61,5,1830,2,2,1,221,Mid Value,High Risk Customer
598,131,7,3535,1,3,3,133,Low Value,Almost Lost Customer
599,115,5,4319,1,2,4,124,Low Value,Evasive Customer
600,206,3,1854,1,1,2,112,Low Value,Evasive Customer
601,58,5,1423,2,2,1,221,Mid Value,High Risk Customer
602,77,5,2568,2,2,2,222,Mid Value,High Risk Customer
603,49,7,3148,2,3,3,233,Mid Value,Losing Customer
604,69,6,4661,2,2,4,224,Mid Value,High Risk Customer
605,2,8,5025,4,4,4,444,High Value,Platinum Customer
606,55,6,2488,2,2,2,222,Mid Value,High Risk Customer
607,58,10,7137,2,4,4,244,Mid Value,Losing Customer
608,85,8,4050,2,4,3,243,Mid Value,Losing Customer
609,36,4,2168,3,1,2,312,Low Value,Late Bloomer
610,46,9,3399,2,4,3,243,Mid Value,Losing Customer
611,3,8,3500,4,4,3,443,High Value,Very Loyal
612,1,5,2115,4,2,2,422,Mid Value,Becoming Loyal
613,3,6,2098,4,2,2,422,Mid Value,Becoming Loyal
614,18,9,6120,3,4,4,344,High Value,Potential Customer
615,42,4,3620,3,1,3,313,Low Value,Late Bloomer
616,92,4,1695,1,1,1,111,Low Value,Lost Customer
617,20,4,2313,3,1,2,312,Low Value,Late Bloomer
618,308,2,1202,1,1,1,111,Low Value,Lost Customer
619,65,7,3378,2,3,3,233,Mid Value,Losing Customer
620,103,8,1981,1,4,2,142,Low Value,Almost Lost Customer
621,2,9,6126,4,4,4,444,High Value,Platinum Customer
622,266,3,1627,1,1,1,111,Low Value,Lost Customer
623,93,3,1636,1,1,1,111,Low Value,Lost Customer
624,90,3,3352,1,1,3,113,Low Value,Evasive Customer
625,16,6,2326,4,2,2,422,Mid Value,Becoming Loyal
626,54,9,3437,2,4,3,243,Mid Value,Losing Customer
627,58,5,4597,2,2,4,224,Mid Value,High Risk Customer
628,54,5,1313,2,2,1,221,Mid Value,High Risk Customer
629,64,8,2245,2,4,2,242,Mid Value,Losing Customer
630,53,7,3717,2,3,3,233,Mid Value,Losing Customer
631,16,6,1767,4,2,1,421,Mid Value,Recent Customer
632,41,3,1726,3,1,1,311,Low Value,Losing Customer
633,1,7,3328,4,3,3,433,High Value,Becoming Loyal
634,17,8,4445,4,4,4,444,High Value,Platinum Customer
635,39,6,1220,3,2,1,321,Mid Value,Late Bloomer
636,19,7,4418,3,3,4,334,High Value,Potential Customer
637,7,13,5402,4,4,4,444,High Value,Platinum Customer
638,60,8,3507,2,4,3,243,Mid Value,Losing Customer
639,8,6,2516,4,2,2,422,Mid Value,Becoming Loyal
640,10,8,4278,4,4,4,444,High Value,Platinum Customer
641,202,4,2456,1,1,2,112,Low Value,Evasive Customer
642,24,7,2724,3,3,2,332,Mid Value,Potential Customer
643,197,4,2308,1,1,2,112,Low Value,Evasive Customer
644,157,3,550,1,1,1,111,Low Value,Lost Customer
645,116,7,5192,1,3,4,134,Low Value,Almost Lost Customer
646,110,4,2533,1,1,2,112,Low Value,Evasive Customer
647,42,9,5279,3,4,4,344,High Value,Potential Customer
648,57,7,4222,2,3,4,234,Mid Value,Losing Customer
649,11,5,263,4,2,1,421,Mid Value,Recent Customer
650,50,6,2904,2,2,3,223,Mid Value,High Risk Customer
651,18,3,3473,3,1,3,313,Low Value,Late Bloomer
652,5,9,2488,4,4,2,442,Mid Value,Very Loyal
653,37,5,2623,3,2,2,322,Mid Value,Late Bloomer
654,28,4,1884,3,1,2,312,Low Value,Late Bloomer
655,51,6,5753,2,2,4,224,Mid Value,High Risk Customer
656,10,8,3749,4,4,3,443,High Value,Very Loyal
657,76,6,2728,2,2,2,222,Mid Value,High Risk Customer
658,97,5,2596,1,2,2,122,Low Value,Evasive Customer
659,146,3,2481,1,1,2,112,Low Value,Evasive Customer
660,12,4,3839,4,1,3,413,Low Value,Recent Customer
661,34,6,3308,3,2,3,323,Mid Value,Late Bloomer
662,86,7,3872,1,3,3,133,Low Value,Almost Lost Customer
663,73,4,2132,2,1,2,212,Low Value,Almost Lost Customer
664,84,5,1939,2,2,2,222,Mid Value,High Risk Customer
665,85,8,6260,2,4,4,244,Mid Value,Losing Customer
666,41,5,2459,3,2,2,322,Mid Value,Late Bloomer
667,19,5,3802,3,2,3,323,Mid Value,Late Bloomer
668,6,7,4375,4,3,4,434,High Value,Very Loyal
669,8,11,5513,4,4,4,444,High Value,Platinum Customer
670,116,4,1542,1,1,1,111,Low Value,Lost Customer
671,62,6,5393,2,2,4,224,Mid Value,High Risk Customer
672,50,3,3633,2,1,3,213,Low Value,High Risk Customer
673,2,5,2058,4,2,2,422,Mid Value,Becoming Loyal
674,115,6,3008,1,2,3,123,Low Value,Evasive Customer
675,0,3,1396,4,1,1,411,Low Value,Recent Customer
676,33,6,2894,3,2,3,323,Mid Value,Late Bloomer
677,71,5,940,2,2,1,221,Mid Value,High Risk Customer
678,94,4,1746,1,1,1,111,Low Value,Lost Customer
679,62,10,3551,2,4,3,243,Mid Value,Losing Customer
680,14,4,3291,4,1,3,413,Low Value,Recent Customer
681,7,6,2244,4,2,2,422,Mid Value,Becoming Loyal
682,20,7,5428,3,3,4,334,High Value,Potential Customer
683,15,5,1478,4,2,1,421,Mid Value,Recent Customer
684,42,8,2431,3,4,2,342,Mid Value,Potential Customer
685,102,6,5218,1,2,4,124,Low Value,Evasive Customer
686,37,5,2073,3,2,2,322,Mid Value,Late Bloomer
687,8,6,812,4,2,1,421,Mid Value,Recent Customer
688,81,4,2967,2,1,3,213,Low Value,High Risk Customer
689,12,3,541,4,1,1,411,Low Value,Recent Customer
690,64,6,3650,2,2,3,223,Mid Value,High Risk Customer
691,39,8,5678,3,4,4,344,High Value,Potential Customer
692,50,9,5027,2,4,4,244,Mid Value,Losing Customer
693,10,5,3763,4,2,3,423,Mid Value,Becoming Loyal
694,7,5,2400,4,2,2,422,Mid Value,Becoming Loyal
695,16,8,4659,4,4,4,444,High Value,Platinum Customer
696,21,7,1879,3,3,2,332,Mid Value,Potential Customer
697,11,4,3996,4,1,3,413,Low Value,Recent Customer
698,76,3,1295,2,1,1,211,Low Value,Almost Lost Customer
699,55,3,976,2,1,1,211,Low Value,Almost Lost Customer
700,106,8,4618,1,4,4,144,Low Value,Almost Lost Customer
701,32,6,2215,3,2,2,322,Mid Value,Late Bloomer
702,62,3,1905,2,1,2,212,Low Value,Almost Lost Customer
703,1,5,4928,4,2,4,424,Mid Value,Becoming Loyal
704,10,10,4034,4,4,3,443,High Value,Very Loyal
705,11,5,502,4,2,1,421,Mid Value,Recent Customer
706,30,6,7109,3,2,4,324,Mid Value,Potential Customer
707,44,6,3368,3,2,3,323,Mid Value,Late Bloomer
708,175,3,2145,1,1,2,112,Low Value,Evasive Customer
709,146,5,3243,1,2,3,123,Low Value,Evasive Customer
710,39,7,6431,3,3,4,334,High Value,Potential Customer
711,83,4,2685,2,1,2,212,Low Value,Almost Lost Customer
712,61,8,4581,2,4,4,244,Mid Value,Losing Customer
713,255,4,1891,1,1,2,112,Low Value,Evasive Customer
714,59,11,3806,2,4,3,243,Mid Value,Losing Customer
715,158,3,2410,1,1,2,112,Low Value,Evasive Customer
716,12,6,3777,4,2,3,423,Mid Value,Becoming Loyal
717,14,6,1857,4,2,2,422,Mid Value,Becoming Loyal
718,34,8,2164,3,4,2,342,Mid Value,Potential Customer
719,11,9,4227,4,4,4,444,High Value,Platinum Customer
720,20,10,7212,3,4,4,344,High Value,Potential Customer
721,4,7,6579,4,3,4,434,High Value,Very Loyal
722,87,5,2934,1,2,3,123,Low Value,Evasive Customer
723,15,8,3489,4,4,3,443,High Value,Very Loyal
724,23,8,5073,3,4,4,344,High Value,Potential Customer
725,3,11,7321,4,4,4,444,High Value,Platinum Customer
726,54,3,2965,2,1,3,213,Low Value,High Risk Customer
727,61,6,3970,2,2,3,223,Mid Value,High Risk Customer
728,25,9,6411,3,4,4,344,High Value,Potential Customer
729,1,10,10497,4,4,4,444,High Value,Platinum Customer
730,14,7,3182,4,3,3,433,High Value,Becoming Loyal
731,25,6,2695,3,2,2,322,Mid Value,Late Bloomer
732,64,5,3269,2,2,3,223,Mid Value,High Risk Customer
733,46,10,8210,2,4,4,244,Mid Value,Losing Customer
734,89,3,1140,1,1,1,111,Low Value,Lost Customer
735,87,4,3025,1,1,3,113,Low Value,Evasive Customer
736,11,6,4151,4,2,3,423,Mid Value,Becoming Loyal
737,54,7,4480,2,3,4,234,Mid Value,Losing Customer
738,69,8,4706,2,4,4,244,Mid Value,Losing Customer
739,1,10,4842,4,4,4,444,High Value,Platinum Customer
740,61,4,2083,2,1,2,212,Low Value,Almost Lost Customer
741,148,5,1091,1,2,1,121,Low Value,Evasive Customer
742,10,6,1246,4,2,1,421,Mid Value,Recent Customer
743,89,5,4599,1,2,4,124,Low Value,Evasive Customer
744,23,5,1267,3,2,1,321,Mid Value,Late Bloomer
745,11,4,2066,4,1,2,412,Low Value,Recent Customer
746,43,6,1779,3,2,1,321,Mid Value,Late Bloomer
747,35,2,571,3,1,1,311,Low Value,Losing Customer
748,46,9,3516,2,4,3,243,Mid Value,Losing Customer
749,80,9,1830,2,4,1,241,Mid Value,Losing Customer
750,58,6,5391,2,2,4,224,Mid Value,High Risk Customer
751,130,2,96,1,1,1,111,Low Value,Lost Customer
752,20,8,2952,3,4,3,343,High Value,Potential Customer
754,210,2,93,1,1,1,111,Low Value,Lost Customer
755,95,3,847,1,1,1,111,Low Value,Lost Customer
756,25,6,2121,3,2,2,322,Mid Value,Late Bloomer
757,72,5,2946,2,2,3,223,Mid Value,High Risk Customer
758,27,2,165,3,1,1,311,Low Value,Losing Customer
759,23,9,2956,3,4,3,343,High Value,Potential Customer
760,26,9,4847,3,4,4,344,High Value,Potential Customer
761,145,5,1896,1,2,2,122,Low Value,Evasive Customer
762,85,5,2347,2,2,2,222,Mid Value,High Risk Customer
763,74,6,3894,2,2,3,223,Mid Value,High Risk Customer
764,79,4,1364,2,1,1,211,Low Value,Almost Lost Customer
765,24,10,5070,3,4,4,344,High Value,Potential Customer
766,16,6,2271,4,2,2,422,Mid Value,Becoming Loyal
767,42,5,2438,3,2,2,322,Mid Value,Late Bloomer
768,5,9,5580,4,4,4,444,High Value,Platinum Customer
769,19,8,5070,3,4,4,344,High Value,Potential Customer
770,49,6,4457,2,2,4,224,Mid Value,High Risk Customer
771,124,6,3155,1,2,3,123,Low Value,Evasive Customer
772,2,6,4423,4,2,4,424,Mid Value,Becoming Loyal
773,72,8,5907,2,4,4,244,Mid Value,Losing Customer
774,143,1,144,1,1,1,111,Low Value,Lost Customer
775,58,7,2862,2,3,3,233,Mid Value,Losing Customer
776,13,9,2201,4,4,2,442,Mid Value,Very Loyal
777,27,6,3184,3,2,3,323,Mid Value,Late Bloomer
778,33,5,916,3,2,1,321,Mid Value,Late Bloomer
779,82,5,2465,2,2,2,222,Mid Value,High Risk Customer
780,88,3,798,1,1,1,111,Low Value,Lost Customer
781,125,5,2256,1,2,2,122,Low Value,Evasive Customer
782,25,6,3627,3,2,3,323,Mid Value,Late Bloomer
783,96,5,3498,1,2,3,123,Low Value,Evasive Customer
784,143,2,304,1,1,1,111,Low Value,Lost Customer
785,18,6,1813,3,2,1,321,Mid Value,Late Bloomer
786,9,7,3828,4,3,3,433,High Value,Becoming Loyal
787,75,10,6646,2,4,4,244,Mid Value,Losing Customer
788,39,7,4228,3,3,4,334,High Value,Potential Customer
789,4,8,2892,4,4,3,443,High Value,Very Loyal
790,14,8,4889,4,4,4,444,High Value,Platinum Customer
791,123,6,3819,1,2,3,123,Low Value,Evasive Customer
792,17,6,3295,4,2,3,423,Mid Value,Becoming Loyal
793,1,10,4778,4,4,4,444,High Value,Platinum Customer
794,22,7,4248,3,3,4,334,High Value,Potential Customer
795,18,5,2785,3,2,2,322,Mid Value,Late Bloomer
796,6,7,3815,4,3,3,433,High Value,Becoming Loyal
797,21,4,2277,3,1,2,312,Low Value,Late Bloomer
798,21,3,1691,3,1,1,311,Low Value,Losing Customer
799,10,11,7142,4,4,4,444,High Value,Platinum Customer
800,85,6,3239,2,2,3,223,Mid Value,High Risk Customer
801,182,2,254,1,1,1,111,Low Value,Lost Customer
802,95,6,2893,1,2,3,123,Low Value,Evasive Customer
803,66,6,1746,2,2,1,221,Mid Value,High Risk Customer
804,41,3,3065,3,1,3,313,Low Value,Late Bloomer
805,122,6,2795,1,2,2,122,Low Value,Evasive Customer
806,31,4,2189,3,1,2,312,Low Value,Late Bloomer
807,80,4,2491,2,1,2,212,Low Value,Almost Lost Customer
808,123,3,2119,1,1,2,112,Low Value,Evasive Customer
809,45,4,492,2,1,1,211,Low Value,Almost Lost Customer
810,68,4,945,2,1,1,211,Low Value,Almost Lost Customer
811,174,4,496,1,1,1,111,Low Value,Lost Customer
812,197,3,566,1,1,1,111,Low Value,Lost Customer
813,50,5,1633,2,2,1,221,Mid Value,High Risk Customer
814,48,3,2154,2,1,2,212,Low Value,Almost Lost Customer
815,27,6,5081,3,2,4,324,Mid Value,Potential Customer
816,53,4,1098,2,1,1,211,Low Value,Almost Lost Customer
817,16,5,2328,4,2,2,422,Mid Value,Becoming Loyal
818,40,6,3028,3,2,3,323,Mid Value,Late Bloomer
819,43,5,2558,3,2,2,322,Mid Value,Late Bloomer
820,3,10,4534,4,4,4,444,High Value,Platinum Customer
821,33,5,2925,3,2,3,323,Mid Value,Late Bloomer
822,328,1,802,1,1,1,111,Low Value,Lost Customer
823,23,6,5811,3,2,4,324,Mid Value,Potential Customer
824,9,4,4137,4,1,3,413,Low Value,Recent Customer
825,10,8,2315,4,4,2,442,Mid Value,Very Loyal
826,4,4,1454,4,1,1,411,Low Value,Recent Customer
827,49,8,4014,2,4,3,243,Mid Value,Losing Customer
828,79,5,1378,2,2,1,221,Mid Value,High Risk Customer
829,12,6,4600,4,2,4,424,Mid Value,Becoming Loyal
830,149,6,2506,1,2,2,122,Low Value,Evasive Customer
831,11,5,1883,4,2,2,422,Mid Value,Becoming Loyal
832,17,12,8868,4,4,4,444,High Value,Platinum Customer
833,25,8,4776,3,4,4,344,High Value,Potential Customer
834,18,4,722,3,1,1,311,Low Value,Losing Customer
835,7,8,3225,4,4,3,443,High Value,Very Loyal
836,72,4,1768,2,1,1,211,Low Value,Almost Lost Customer
837,157,3,1335,1,1,1,111,Low Value,Lost Customer
838,41,4,1966,3,1,2,312,Low Value,Late Bloomer
839,106,4,826,1,1,1,111,Low Value,Lost Customer
840,38,6,3320,3,2,3,323,Mid Value,Late Bloomer
841,150,7,8330,1,3,4,134,Low Value,Almost Lost Customer
842,55,4,2137,2,1,2,212,Low Value,Almost Lost Customer
843,2,6,2372,4,2,2,422,Mid Value,Becoming Loyal
844,31,9,4730,3,4,4,344,High Value,Potential Customer
845,97,4,1314,1,1,1,111,Low Value,Lost Customer
846,82,3,2129,2,1,2,212,Low Value,Almost Lost Customer
847,114,5,2521,1,2,2,122,Low Value,Evasive Customer
848,140,4,1964,1,1,2,112,Low Value,Evasive Customer
849,27,6,4284,3,2,4,324,Mid Value,Potential Customer
850,34,8,2838,3,4,2,342,Mid Value,Potential Customer
851,9,4,3245,4,1,3,413,Low Value,Recent Customer
853,64,9,7263,2,4,4,244,Mid Value,Losing Customer
854,8,4,2074,4,1,2,412,Low Value,Recent Customer
855,104,4,3050,1,1,3,113,Low Value,Evasive Customer
856,1,7,2912,4,3,3,433,High Value,Becoming Loyal
857,24,5,3721,3,2,3,323,Mid Value,Late Bloomer
858,11,6,2708,4,2,2,422,Mid Value,Becoming Loyal
859,18,6,2289,3,2,2,322,Mid Value,Late Bloomer
860,91,4,3530,1,1,3,113,Low Value,Evasive Customer
861,54,5,1009,2,2,1,221,Mid Value,High Risk Customer
862,54,1,309,2,1,1,211,Low Value,Almost Lost Customer
863,69,4,703,2,1,1,211,Low Value,Almost Lost Customer
864,46,6,4499,2,2,4,224,Mid Value,High Risk Customer
865,121,7,4261,1,3,4,134,Low Value,Almost Lost Customer
866,98,5,4753,1,2,4,124,Low Value,Evasive Customer
867,293,6,4743,1,2,4,124,Low Value,Evasive Customer
868,83,6,5534,2,2,4,224,Mid Value,High Risk Customer
870,61,8,3818,2,4,3,243,Mid Value,Losing Customer
871,54,8,3502,2,4,3,243,Mid Value,Losing Customer
872,171,1,75,1,1,1,111,Low Value,Lost Customer
873,31,5,3226,3,2,3,323,Mid Value,Late Bloomer
874,46,8,2786,2,4,2,242,Mid Value,Losing Customer
875,63,6,4796,2,2,4,224,Mid Value,High Risk Customer
876,16,3,1171,4,1,1,411,Low Value,Recent Customer
877,17,9,4918,4,4,4,444,High Value,Platinum Customer
878,79,3,2809,2,1,2,212,Low Value,Almost Lost Customer
879,76,4,852,2,1,1,211,Low Value,Almost Lost Customer
880,62,3,1751,2,1,1,211,Low Value,Almost Lost Customer
881,147,3,2481,1,1,2,112,Low Value,Evasive Customer
882,112,5,4571,1,2,4,124,Low Value,Evasive Customer
883,47,4,705,2,1,1,211,Low Value,Almost Lost Customer
884,1,6,2770,4,2,2,422,Mid Value,Becoming Loyal
885,7,3,863,4,1,1,411,Low Value,Recent Customer
886,1,7,4067,4,3,3,433,High Value,Becoming Loyal
887,39,8,5247,3,4,4,344,High Value,Potential Customer
888,68,5,2278,2,2,2,222,Mid Value,High Risk Customer
889,36,5,2357,3,2,2,322,Mid Value,Late Bloomer
890,165,4,1561,1,1,1,111,Low Value,Lost Customer
891,12,5,2197,4,2,2,422,Mid Value,Becoming Loyal
892,90,10,3941,1,4,3,143,Low Value,Almost Lost Customer
893,75,7,4868,2,3,4,234,Mid Value,Losing Customer
894,48,8,3564,2,4,3,243,Mid Value,Losing Customer
895,61,3,1867,2,1,2,212,Low Value,Almost Lost Customer
896,38,4,1669,3,1,1,311,Low Value,Losing Customer
897,98,8,4883,1,4,4,144,Low Value,Almost Lost Customer
898,205,1,179,1,1,1,111,Low Value,Lost Customer
899,49,6,1274,2,2,1,221,Mid Value,High Risk Customer
900,12,4,780,4,1,1,411,Low Value,Recent Customer
901,82,4,3812,2,1,3,213,Low Value,High Risk Customer
902,14,9,6003,4,4,4,444,High Value,Platinum Customer
903,16,9,3401,4,4,3,443,High Value,Very Loyal
904,37,4,1496,3,1,1,311,Low Value,Losing Customer
905,105,8,3553,1,4,3,143,Low Value,Almost Lost Customer
906,16,9,4473,4,4,4,444,High Value,Platinum Customer
907,26,7,1370,3,3,1,331,Mid Value,Potential Customer
908,4,7,2880,4,3,3,433,High Value,Becoming Loyal
909,189,5,5289,1,2,4,124,Low Value,Evasive Customer
910,272,2,1346,1,1,1,111,Low Value,Lost Customer
911,56,5,633,2,2,1,221,Mid Value,High Risk Customer
912,40,7,4164,3,3,3,333,High Value,Potential Customer
913,63,5,2625,2,2,2,222,Mid Value,High Risk Customer
914,106,5,2530,1,2,2,122,Low Value,Evasive Customer
915,28,5,1260,3,2,1,321,Mid Value,Late Bloomer
916,36,5,3465,3,2,3,323,Mid Value,Late Bloomer
917,35,8,5392,3,4,4,344,High Value,Potential Customer
918,16,6,4066,4,2,3,423,Mid Value,Becoming Loyal
919,80,9,4458,2,4,4,244,Mid Value,Losing Customer
920,90,6,4144,1,2,3,123,Low Value,Evasive Customer
921,44,8,7516,3,4,4,344,High Value,Potential Customer
922,188,2,41,1,1,1,111,Low Value,Lost Customer
923,32,7,3337,3,3,3,333,High Value,Potential Customer
924,109,9,3544,1,4,3,143,Low Value,Almost Lost Customer
925,12,10,4371,4,4,4,444,High Value,Platinum Customer
926,12,6,1414,4,2,1,421,Mid Value,Recent Customer
927,295,3,1982,1,1,2,112,Low Value,Evasive Customer
928,11,8,2798,4,4,2,442,Mid Value,Very Loyal
929,56,5,2540,2,2,2,222,Mid Value,High Risk Customer
930,21,3,1206,3,1,1,311,Low Value,Losing Customer
931,70,5,2890,2,2,3,223,Mid Value,High Risk Customer
932,3,6,2121,4,2,2,422,Mid Value,Becoming Loyal
933,0,5,2817,4,2,2,422,Mid Value,Becoming Loyal
